ranking,titulo,anio,puntaje,genero,votos,direccion,duracion,ganancias
4771,Birthday Girl,2001,6.1,"Comedia, Crimen, Suspenso",22998,Jez Butterworth,93,4.92
4772,The Disappearance of Alice Creed,2009,6.7,"Crimen, Horror, Suspenso",22981,J Blakeson,100,0.17
4773,Stealing Beauty,1996,6.6,"Drama, Misterio, Romántica",22972,Bernardo Bertolucci,118,4.57
4774,Speak,2004,7.3,Drama,22972,Jessica Sharzer,89,NA
4775,The Grifters,1990,7,"Crimen, Drama, Suspenso",22967,Stephen Frears,110,13.45
4776,I Spit on Your Grave 2,2013,5.7,"Horror, Suspenso",22958,Steven R. Monroe,106,0
4777,The Boys from Brazil,1978,7,"Drama, Suspenso",22954,Franklin J. Schaffner,125,19
4778,A Funny Kind of Love,2014,7.1,"Comedia, Drama, Romántica",22953,Josh Lawson,96,0.02
4779,The Perfect Host,2010,6.8,"Comedia, Crimen, Suspenso",22950,Nick Tomnay,93,0.05
4780,Ayla: The Daughter of War,2017,8.9,"Drama, Histórico, Guerra",22946,Can Ulkay,125,NA
4781,The Taking of Pelham One Two Three,1974,7.7,"Acción, Crimen, Suspenso",22935,Joseph Sargent,104,NA
4782,The Void,2016,5.8,"Horror, Misterio, Ciencia Ficción",22918,Jeremy Gillespie,90,0.15
4783,Domestic Disturbance,2001,5.5,"Crimen, Misterio, Suspenso",22912,Harold Becker,89,45.25
4784,Boomerang,1992,5.4,"Comedia, Drama, Romántica",22904,Reginald Hudlin,117,70.1
4785,Marvin's Room,1996,6.7,Drama,22900,Jerry Zaks,98,12.78
4786,City by the Sea,2002,6.1,"Crimen, Drama, Misterio",22893,Michael Caton-Jones,108,22.43
4787,The World According to Garp,1982,7.2,"Comedia, Drama",22892,George Roy Hill,136,29.71
4788,Cross of Iron,1977,7.5,"Drama, Guerra",22891,Sam Peckinpah,132,NA
4789,Dead End,2003,6.6,"Aventura, Horror, Misterio",22884,Jean-Baptiste Andrea,85,NA
4790,Rare Exports: A Christmas Tale,2010,6.7,"Aventura, Fantasía, Horror",22881,Jalmari Helander,84,0.26
4791,A Midsummer Night's Dream,1999,6.5,"Comedia, Fantasía, Romántica",22859,Michael Hoffman,116,16.07
4792,The Good German,2006,6.1,"Drama, Misterio, Suspenso",22850,Steven Soderbergh,105,1.31
4793,Snow Dogs,2002,5.1,"Aventura, Comedia, Familiar",22843,Brian Levant,99,81.17
4794,Turbo Kid,2015,6.7,"Acción, Aventura, Comedia",22840,François Simard,93,0.05
4795,Julieta,2016,7.1,"Drama, Misterio, Romántica",22836,Pedro Almodóvar,99,1.49
4796,The Bay,2012,5.6,"Horror, Ciencia Ficción, Suspenso",22830,Barry Levinson,84,0.03
4797,Omoide no Mânî,2014,7.7,"Animación, Drama, Familiar",22828,James Simone,103,0.77
4798,The Innocents,1961,7.9,Horror,22826,Jack Clayton,100,NA
4799,Friday After Next,2002,5.8,"Comedia, Drama",22820,Marcus Raboy,85,32.98
4800,Frontière(s),2007,6.3,Horror,22813,Xavier Gens,108,NA
4801,The Rookie,1990,5.9,"Acción, Comedia, Crimen",22800,Clint Eastwood,120,21.63
4802,Serena,2014,5.4,"Drama, Histórico, Romántica",22798,Susanne Bier,109,0.18
4803,Tanu Weds Manu Returns,2015,7.7,"Comedia, Drama, Romántica",22788,Aanand L. Rai,128,NA
4804,My Life Without Me,2003,7.6,"Drama, Romántica",22781,Isabel Coixet,106,0.4
4805,"Big Mommas: Like Father, Like Son",2011,4.4,"Acción, Comedia, Crimen",22778,John Whitesell,107,37.92
4806,Shark Night 3D,2011,4,"Horror, Suspenso",22777,David R. Ellis,90,18.87
4807,Strictly Ballroom,1992,7.2,"Comedia, Drama, Música",22772,Baz Luhrmann,94,11.74
4808,Funny Face,1957,7.1,"Comedia, Musical, Romántica",22771,Stanley Donen,103,NA
4809,Escape from Planet Earth,2013,5.9,"Animación, Aventura, Comedia",22761,Cal Brunker,89,57.01
4810,Mighty Morphin Power Rangers: The Movie,1995,5.2,"Acción, Aventura, Familiar",22747,Bryan Spicer,95,37.8
4811,Over Her Dead Body,2008,5.2,"Comedia, Fantasía, Romántica",22734,Jeff Lowell,95,7.56
4812,Crazy/Beautiful,2001,6.5,"Drama, Romántica",22729,John Stockwell,99,16.93
4813,Dragon Ball Z: Doragon bôru Z - Kami to Kami,2013,7.2,"Animación, Acción, Comedia",22723,Masahiro Hosoda,85,2.55
4814,Autumn in New York,2000,5.6,"Drama, Romántica",22720,Joan Chen,103,37.75
4815,Point of No Return,1993,6,"Acción, Crimen, Drama",22703,John Badham,109,30.04
4816,Il racconto dei racconti - Tale of Tales,2015,6.4,"Drama, Fantasía, Horror",22672,Matteo Garrone,134,0.08
4817,Jungfrukällan,1960,8.1,Drama,22661,Ingmar Bergman,89,NA
4818,La tortue rouge,2016,7.5,"Animación, Fantasía",22659,Michael Dudok de Wit,80,0.92
4819,Barney's Version,2010,7.3,"Comedia, Drama",22658,Richard J. Lewis,134,7.5
4820,Screamers,1995,6.4,"Ciencia Ficción, Suspenso",22651,Christian Duguay,108,5.78
4821,My Name Is Bruce,2007,6.3,"Comedia, Fantasía, Horror",22647,Bruce Campbell,84,0.17
4822,Major League II,1994,5.5,"Comedia, Deportes",22637,David S. Ward,105,30.63
4823,High and Low,1963,8.4,"Crimen, Drama, Misterio",22637,Akira Kurosawa,143,NA
4824,Arif v 216,2018,7.6,"Comedia, Ciencia Ficción",22636,Kivanç Baruönü,125,NA
4825,Joint Security Area,2000,7.9,"Acción, Drama, Suspenso",22624,Chan-wook Park,110,NA
4826,Baby Geniuses,1999,2.6,"Comedia, Crimen, Familiar",22617,Bob Clark,97,27.14
4827,Barb Wire,1996,3.2,"Acción, Ciencia Ficción",22601,David Hogan,98,3.79
4828,The Discovery,2017,6.3,"Drama, Misterio, Romántica",22600,Charlie McDowell,102,NA
4829,But I'm a Cheerleader,1999,6.6,"Comedia, Drama, Romántica",22579,Jamie Babbit,85,2.21
4830,Mr. Nice Guy,1997,6.2,"Acción, Comedia, Crimen",22575,Sammo Kam-Bo Hung,88,12.67
4831,A Shot in the Dark,1964,7.5,"Comedia, Misterio",22564,Blake Edwards,102,12.37
4832,Amazing Grace,2006,7.5,"Biografía, Drama, Histórico",22557,Michael Apted,118,21.21
4833,Vivre Sa Vie,1962,8,Drama,22554,Jean-Luc Godard,83,NA
4834,The Lady from Shanghai,1947,7.7,"Crimen, Drama, Cine negro",22551,Orson Welles,87,0.01
4835,Firefox,1982,5.9,"Acción, Aventura, Suspenso",22543,Clint Eastwood,136,46.71
4836,DuckTales the Movie: Treasure of the Lost Lamp,1990,6.9,"Animación, Aventura, Comedia",22542,Bob Hathcock,74,18.12
4837,Georgia Rule,2007,5.9,"Comedia, Drama",22537,Garry Marshall,113,18.88
4838,Little Giants,1994,6.4,"Comedia, Familiar, Deportes",22530,Duwayne Dunham,107,19.29
4839,Beethoven's 2nd,1993,4.8,"Comedia, Familiar, Romántica",22527,Rod Daniel,89,53.35
4840,Koto no ha no niwa,2013,7.6,"Animación, Drama, Romántica",22516,Makoto Shinkai,46,NA
4841,Dragon Wars,2007,3.6,"Acción, Drama, Fantasía",22513,Hyung-rae Shim,90,10.98
4842,Zombie Flesh Eaters,1979,6.9,Horror,22512,Lucio Fulci,91,NA
4843,Anon,2018,6,"Crimen, Misterio, Ciencia Ficción",22511,Andrew Niccol,100,NA
4844,Shopgirl,2005,6.4,"Drama, Romántica",22472,Anand Tucker,106,10.28
4845,Jesus Christ Superstar,1973,7.3,"Drama, Histórico, Musical",22438,Norman Jewison,108,24.48
4846,Valentine,2001,4.8,"Horror, Misterio, Suspenso",22434,Jamie Blanks,96,20.38
4847,The Quiet Earth,1985,6.8,"Drama, Misterio, Ciencia Ficción",22429,Geoff Murphy,91,2.12
4848,Celebrity,1998,6.3,"Comedia, Drama",22416,Woody Allen,113,5.03
4849,To Be or Not to Be,1942,8.2,"Comedia, Guerra",22406,Ernst Lubitsch,99,NA
4850,Before Night Falls,2000,7.3,"Biografía, Drama, Romántica",22399,Julian Schnabel,133,4.22
4851,"Play It Again, Sam",1972,7.7,"Comedia, Romántica",22378,Herbert Ross,85,NA
4852,Victoria & Abdul,2017,6.8,"Biografía, Drama, Histórico",22360,Stephen Frears,111,22.25
4853,Baazigar,1993,7.8,"Crimen, Drama, Musical",22360,Abbas Alibhai Burmawalla,175,NA
4854,Jaane Tu... Ya Jaane Na,2008,7.5,"Comedia, Drama, Romántica",22359,Abbas Tyrewala,155,0.6
4855,Equals,2015,6.1,"Drama, Romántica, Ciencia Ficción",22352,Drake Doremus,101,0.03
4856,Nada a Perder,2018,6.7,"Biografía, Drama",22340,Alexandre Avancini,134,1
4857,Ice Princess,2005,6,"Comedia, Drama, Familiar",22339,Tim Fywell,98,24.38
4858,All the King's Men,2006,6.2,"Drama, Suspenso",22338,Steven Zaillian,128,7.22
4859,Kontroll,2003,7.7,"Comedia, Crimen, Drama",22321,Nimród Antal,105,0.24
4860,Black Christmas,2006,4.6,"Comedia, Horror",22297,Glen Morgan,84,16.24
4861,Play Misty for Me,1971,7,Suspenso,22289,Clint Eastwood,102,10.6
4862,Diary of a Wimpy Kid 2: Rodrick Rules,2011,6.6,"Comedia, Familiar",22277,David Bowers,99,52.7
4863,Fast Food Nation,2006,6.3,"Comedia, Drama, Romántica",22276,Richard Linklater,116,1
4864,Highway,2014,7.6,"Crimen, Drama, Romántica",22276,Imtiaz Ali,133,0.53
4865,Scarface,1932,7.8,"Acción, Crimen, Drama",22260,Howard Hawks,93,NA
4866,San ging chaat goo si,2004,7,"Acción, Crimen, Drama",22256,Benny Chan,123,NA
4867,Heavy Weights,1995,6.7,"Comedia, Drama, Familiar",22238,Steven Brill,100,17.69
4868,Honeymoon,2014,5.7,"Horror, Misterio, Suspenso",22217,Leigh Janiak,87,0.01
4869,Pluto Nash,2002,3.8,"Comedia, Acción, Ciencia Ficción",22197,Ron Underwood,95,4.42
4870,Mute,2018,5.4,"Misterio, Ciencia Ficción, Suspenso",22178,Duncan Jones,126,NA
4871,The Next Karate Kid,1994,4.4,"Acción, Drama, Familiar",22156,Christopher Cain,107,8.91
4872,The Thing from Another World,1951,7.2,"Horror, Ciencia Ficción",22140,Christian Nyby,87,NA
4873,The Contract,2006,5.7,"Acción, Crimen, Drama",22139,Bruce Beresford,96,NA
4874,The Secret Life of Bees,2008,7.3,Drama,22136,Gina Prince-Bythewood,114,37.77
4875,The Wrong Man,1956,7.5,"Drama, Cine negro",22136,Alfred Hitchcock,105,NA
4876,Testament of Youth,2014,7.3,"Biografía, Drama, Histórico",22131,James Kent,129,1.82
4877,Poltergeist II: The Other Side,1986,5.7,Horror,22129,Brian Gibson,91,41
4878,Death Race 2000,1975,6.2,"Acción, Comedia, Ciencia Ficción",22116,Paul Bartel,80,8
4879,Peter Rabbit,2018,6.6,"Animación, Aventura, Comedia",22114,Will Gluck,95,115.25
4880,The Return of the Pink Panther,1975,7.1,"Comedia, Crimen, Misterio",22113,Blake Edwards,113,41.83
4881,The Circus,1928,8.1,"Comedia, Romántica",22082,Charles Chaplin,72,NA
4882,The Caine Mutiny,1954,7.8,"Drama, Guerra",22051,Edward Dmytryk,124,21.75
4883,Fading Gigolo,2013,6.2,Comedia,22034,John Turturro,90,3.76
4884,El Topo,1970,7.5,"Drama, Oeste",22009,Alejandro Jodorowsky,125,NA
4885,Rififi,1955,8.2,"Crimen, Suspenso",21987,Jules Dassin,118,0.06
4886,L'Avventura,1960,7.9,"Drama, Misterio",21960,Michelangelo Antonioni,143,NA
4887,Repo! The Genetic Opera,2008,6.7,"Horror, Musical, Ciencia Ficción",21955,Darren Lynn Bousman,98,0.14
4888,Vera Drake,2004,7.7,"Crimen, Drama",21952,Mike Leigh,125,3.75
4889,Mystery Train,1989,7.6,"Comedia, Crimen, Drama",21948,Jim Jarmusch,110,0.37
4890,Il conformista,1970,8.1,Drama,21941,Bernardo Bertolucci,113,NA
4891,The Ice Harvest,2005,6.3,"Comedia, Crimen, Drama",21935,Harold Ramis,92,8.82
4892,The Toxic Avenger,1984,6.2,"Acción, Comedia, Horror",21932,Michael Herz,82,NA
4893,Buffalo Soldiers,2001,6.8,"Comedia, Crimen, Drama",21930,Gregor Jordan,98,0.35
4894,Playing It Cool,2014,6,"Comedia, Romántica",21928,Justin Reardon,94,NA
4895,Stormbreaker,2006,5.1,"Acción, Aventura, Familiar",21920,Geoffrey Sax,93,0.65
4896,Mr. Turner,2014,6.8,"Biografía, Drama, Histórico",21918,Mike Leigh,150,3.96
4897,Creature from the Black Lagoon,1954,7,Horror,21904,Jack Arnold,79,1.3
4898,Hope Floats,1998,5.9,"Drama, Romántica",21889,Forest Whitaker,114,60.05
4899,Holiday,2014,7.4,"Acción, Suspenso",21889,A.R. Murugadoss,160,0.71
4900,Yellow Submarine,1968,7.4,"Animación, Aventura, Comedia",21881,George Dunning,90,0.99
4901,The Man with Two Brains,1983,6.4,"Comedia, Romántica, Ciencia Ficción",21879,Carl Reiner,93,10.1
4902,10 Years,2011,6.1,"Comedia, Drama, Romántica",21877,Jamie Linden,100,0.2
4903,Heaven,2002,7.1,"Crimen, Drama, Romántica",21873,Tom Tykwer,97,0.77
4904,Just Cause,1995,6.4,"Acción, Crimen, Drama",21866,Arne Glimcher,102,36.85
4905,Animal Attraction,2001,6.1,"Comedia, Romántica",21861,Tony Goldwyn,97,27.34
4906,Jean de Florette,1986,8.1,Drama,21848,Claude Berri,120,4.94
4907,The Pact,2012,5.8,"Horror, Misterio, Suspenso",21843,Nicholas McCarthy,89,NA
4908,Stir Crazy,1980,6.8,"Comedia, Crimen",21839,Sidney Poitier,111,101.3
4909,Return to Oz,1985,6.8,"Aventura, Familiar, Fantasía",21807,Walter Murch,113,NA
4910,The Relic,1997,5.7,"Horror, Misterio, Ciencia Ficción",21796,Peter Hyams,110,33.96
4911,Welcome to the Rileys,2010,7,Drama,21783,Jake Scott,110,0.15
4912,Crocodile Dundee in Los Angeles,2001,4.8,"Aventura, Comedia, Crimen",21778,Simon Wincer,92,25.64
4913,Grumpier Old Men,1995,6.6,"Comedia, Romántica",21777,Howard Deutch,101,69.87
4914,The Brave Little Toaster,1987,7.3,"Animación, Aventura, Familiar",21764,Jerry Rees,90,NA
4915,D3: The Mighty Ducks,1996,5.4,"Acción, Comedia, Drama",21763,Robert Lieberman,104,22.94
4916,Dirty Work,1998,6.4,Comedia,21741,Bob Saget,82,9.98
4917,Mistress America,2015,6.7,"Comedia, Drama",21735,Noah Baumbach,84,2.46
4918,Addicted to Love,1997,6.1,"Comedia, Romántica",21732,Griffin Dunne,100,34.66
4919,Albert Nobbs,2011,6.7,"Drama, Romántica",21729,Rodrigo García,113,3.01
4920,Selena,1997,6.7,"Biografía, Drama, Música",21720,Gregory Nava,127,35.42
4921,I.Q.,1994,6.2,"Comedia, Romántica",21719,Fred Schepisi,100,26.37
4922,The Contender,2000,7,"Drama, Suspenso",21697,Rod Lurie,126,17.87
4923,The Brood,1979,6.9,"Horror, Ciencia Ficción",21696,David Cronenberg,92,NA
4924,Enthiran,2010,7.1,"Acción, Ciencia Ficción",21694,S. Shankar,155,4.37
4925,Captivity,2007,4.7,"Crimen, Drama, Horror",21693,Roland Joffé,96,2.63
4926,D-Tox,2002,5.3,"Crimen, Horror, Misterio",21687,Jim Gillespie,96,0.08
4927,Getaway,2013,4.4,"Acción, Crimen, Suspenso",21683,Courtney Solomon,90,10.49
4928,Fist of Fury,1972,7.4,"Acción, Drama, Romántica",21679,Wei Lo,106,NA
4929,The Perfect Score,2004,5.7,"Comedia, Crimen",21674,Brian Robbins,93,10.39
4930,Monsoon Wedding,2001,7.4,"Comedia, Drama, Romántica",21668,Mira Nair,114,13.88
4931,Bloody Sunday,2002,7.7,"Drama, Histórico, Guerra",21656,Paul Greengrass,107,0.77
4932,Torn Curtain,1966,6.7,Suspenso,21652,Alfred Hitchcock,128,NA
4933,Risen,2016,6.3,"Acción, Aventura, Drama",21650,Kevin Reynolds,107,36.87
4934,Chalet Girl,2011,6.3,"Comedia, Romántica, Deportes",21650,Phil Traill,97,0
4935,Colors,1988,6.7,"Acción, Crimen, Drama",21643,Dennis Hopper,120,46.62
4936,The Quest,1996,5.6,"Acción, Aventura, Suspenso",21643,Jean-Claude Van Damme,95,21.6
4937,Drishyam,2013,8.8,"Crimen, Drama, Suspenso",21640,Jeethu Joseph,160,0.18
4938,The Last Unicorn,1982,7.5,"Animación, Aventura, Drama",21636,Jules Bass,92,6.46
4939,La belle et la bête,1946,8,"Drama, Fantasía, Romántica",21636,Jean Cocteau,96,0.3
4940,The Ottoman Lieutenant,2017,6.7,"Drama, Guerra",21629,Joseph Ruben,106,NA
4941,Rampart,2011,5.8,"Crimen, Drama",21620,Oren Moverman,108,0.97
4942,Fly Away Home,1996,6.8,"Aventura, Drama, Familiar",21599,Carroll Ballard,107,24.51
4943,Smart People,2008,6.2,"Comedia, Drama, Romántica",21586,Noam Murro,95,9.5
4944,The Great Gatsby,1974,6.4,"Drama, Romántica",21575,Jack Clayton,144,NA
4945,The United States of Leland,2003,7.1,Drama,21575,Matthew Ryan Hoge,108,0.34
4946,The Long Goodbye,1973,7.7,"Comedia, Crimen, Drama",21573,Robert Altman,112,0.96
4947,Gambit,2012,5.7,"Comedia, Crimen",21565,Michael Hoffman,89,NA
4948,In Cold Blood,1967,8,"Biografía, Crimen, Drama",21553,Richard Brooks,134,NA
4949,A Bigger Splash,2015,6.4,"Drama, Suspenso",21543,Luca Guadagnino,125,1.98
4950,Mystic Pizza,1988,6.2,"Comedia, Drama, Romántica",21534,Donald Petrie,104,12.79
4951,Gorillas in the Mist,1988,7,"Biografía, Drama",21532,Michael Apted,129,24.72
4952,Flying Punjab,2016,7.8,"Acción, Crimen, Drama",21522,Abhishek Chaubey,148,NA
4953,Mandy,2018,6.7,"Acción, Horror, Suspenso",21516,Panos Cosmatos,121,1.17
4954,Dom za vesanje,1988,8.3,"Comedia, Crimen, Drama",21502,Emir Kusturica,142,0.28
4955,The King and I,1956,7.5,"Biografía, Drama, Musical",21498,Walter Lang,133,21.3
4956,Tangerine,2015,7.1,"Comedia, Crimen, Drama",21496,Sean Baker,88,0.7
4957,A Street Cat Named Bob,2016,7.4,"Biografía, Comedia, Drama",21483,Roger Spottiswoode,103,0.04
4958,The Accidental Husband,2008,5.6,"Comedia, Romántica",21483,Griffin Dunne,90,NA
4959,Life or Something Like It,2002,5.8,"Comedia, Romántica",21467,Stephen Herek,103,14.45
4960,The Open House,2018,3.3,"Horror, Suspenso",21466,Matt Angel,94,NA
4961,The Ref,1994,6.9,"Comedia, Crimen, Drama",21466,Ted Demme,96,11.44
4962,The Siege of Jadotville,2016,7.3,"Acción, Drama, Suspenso",21464,Richie Smyth,108,NA
4963,The Wild,2006,5.3,"Animación, Aventura, Comedia",21455,Steve 'Spaz' Williams,94,37.38
4964,Samâ uôzu,2009,7.5,"Animación, Acción, Comedia",21455,Mamoru Hosoda,114,0.08
4965,Kaabil,2017,7.1,"Acción, Drama, Suspenso",21453,Sanjay Gupta,139,NA
4966,Let's Go to Prison,2006,6,"Comedia, Crimen",21451,Bob Odenkirk,84,4.61
4967,Mirrormask,2005,6.9,"Aventura, Fantasía",21450,Dave McKean,101,0.86
4968,Paranormal Activity: The Ghost Dimension,2015,4.6,Horror,21447,Gregory Plotkin,88,18.3
4969,Jawbreaker,1999,5.5,"Comedia, Crimen, Suspenso",21435,Darren Stein,87,3.07
4970,The Lady in the Van,2015,6.7,"Biografía, Comedia, Drama",21400,Nicholas Hytner,104,10.02
4971,Street Fighter: The Legend of Chun-Li,2009,3.7,"Acción, Crimen, Suspenso",21393,Andrzej Bartkowiak,96,8.74
4972,Man of the House,2005,5.4,"Comedia, Crimen",21390,Stephen Herek,100,19.7
4973,She's Funny That Way,2014,6.1,Comedia,21387,Peter Bogdanovich,93,0.09
4974,Django,1966,7.3,"Acción, Oeste",21380,Sergio Corbucci,91,0.03
4975,Impostor,2001,6.2,"Drama, Misterio, Ciencia Ficción",21372,Gary Fleder,95,6.11
4976,Crossing Over,2009,6.8,"Crimen, Drama",21369,Wayne Kramer,113,0.45
4977,Eyes Without a Face,1960,7.8,"Drama, Horror",21363,Georges Franju,90,0.05
4978,Trapped,2002,6.2,"Acción, Crimen, Drama",21360,Luis Mandoki,106,0.06
4979,Recep Ivedik,2008,4.7,Comedia,21333,Togan Gökbakar,90,NA
4980,Tokarev,2014,5,"Acción, Crimen, Suspenso",21322,Paco Cabezas,98,NA
4981,Sarfarosh,1999,8.2,"Acción, Aventura, Drama",21322,John Mathew Matthan,174,NA
4982,The Art of the Steal,2013,6.3,"Comedia, Crimen, Suspenso",21320,Jonathan Sobol,90,0.06
4983,Fierce Creatures,1997,6.4,Comedia,21314,Fred Schepisi,93,9.38
4984,Around the World in 80 Days,1956,6.8,"Aventura, Comedia, Familiar",21311,Michael Anderson,175,42
4985,How to Steal a Million,1966,7.6,"Comedia, Crimen, Romántica",21307,William Wyler,123,NA
4986,Tang shan da xiong,1971,7.1,"Acción, Crimen, Drama",21287,Wei Lo,101,NA
4987,Flawless,2007,6.8,"Crimen, Drama, Suspenso",21279,Michael Radford,108,1.2
4988,In a Lonely Place,1950,8,"Drama, Cine negro, Misterio",21278,Nicholas Ray,94,NA
4989,Calendar Girls,2003,6.9,"Comedia, Drama",21270,Nigel Cole,108,31.04
4990,Mr. Church,2016,7.6,"Comedia, Drama",21268,Bruce Beresford,104,0.69
4991,Knight of Cups,2015,5.7,"Drama, Romántica",21258,Terrence Malick,118,0.56
4992,Postal,2007,4.5,"Acción, Comedia, Suspenso",21245,Uwe Boll,100,18.01
4993,The Blue Elephant,2014,8.2,"Drama, Horror, Misterio",21238,Marwan Hamed,170,NA
4994,You're Not You,2014,7.4,Drama,21226,George C. Wolfe,102,NA
4995,Broadway Danny Rose,1984,7.5,Comedia,21222,Woody Allen,84,10.6
4996,Human Traffic,1999,7.1,"Comedia, Música",21216,Justin Kerrigan,99,0.1
4997,Anand,1971,8.8,Drama,21209,Hrishikesh Mukherjee,122,NA
4998,Cargo,2017,6.3,"Drama, Suspenso",21202,Ben Howling,105,NA
4999,Immortal Beloved,1994,7.5,"Biografía, Drama, Música",21179,Bernard Rose,121,9.91
5000,Rookie of the Year,1993,6,"Comedia, Familiar, Fantasía",21173,Daniel Stern,103,53.58
5001,He Was a Quiet Man,2007,6.8,"Drama, Romántica, Suspenso",21172,Frank A. Cappello,95,NA
5002,Catch and Release,2006,6,"Comedia, Drama, Romántica",21153,Susannah Grant,124,15.27
5003,Short Circuit 2,1988,5.7,"Comedia, Drama, Familiar",21152,Kenneth Johnson,110,21.63
5004,Chi bi: Jue zhan tian xia,2009,7.6,"Acción, Drama, Histórico",21148,John Woo,142,0.63
5005,An American Werewolf in Paris,1997,5.1,"Comedia, Fantasía, Horror",21142,Anthony Waller,105,26.57
5006,ATM,2012,4.7,"Horror, Suspenso",21133,David Brooks,90,0
5007,Farewell My Concubine,1993,8.1,"Drama, Música, Romántica",21132,Kaige Chen,171,5.22
5008,Les petits mouchoirs,2010,7.1,"Comedia, Drama",21132,Guillaume Canet,154,0.21
5009,A Walk in the Woods,2015,6.3,"Aventura, Biografía, Comedia",21112,Ken Kwapis,104,29.47
5010,The Astronaut Farmer,2006,6.3,"Aventura, Drama, Ciencia Ficción",21110,Michael Polish,104,11
5011,Kazaam,1996,2.9,"Comedia, Familiar, Fantasía",21107,Paul Michael Glaser,93,18.88
5012,The Adventures of Buckaroo Banzai Across the 8th Dimension,1984,6.4,"Aventura, Comedia, Romántica",21095,W.D. Richter,103,6.25
5013,The NeverEnding Story II: The Next Chapter,1990,5.1,"Aventura, Drama, Familiar",21090,George Miller,89,17.37
5014,Paradise Now,2005,7.5,"Crimen, Drama, Suspenso",21090,Hany Abu-Assad,90,1.45
5015,Igor,2008,6,"Animación, Comedia, Familiar",21082,Tony Leondis,87,19.53
5016,2 States,2014,6.9,"Comedia, Drama, Romántica",21078,Abhishek Varman,149,2.22
5017,Hamburger Hill,1987,6.7,"Acción, Drama, Suspenso",21071,John Irvin,110,13.84
5018,The Angels' Share,2012,7,"Comedia, Crimen, Drama",21055,Ken Loach,101,0.3
5019,Knockaround Guys,2001,6.1,"Crimen, Drama, Suspenso",21053,Brian Koppelman,92,11.63
5020,Sniper,1993,6.1,"Acción, Suspenso, Guerra",21052,Luis Llosa,98,18.99
5021,Breaking and Entering,2006,6.5,"Crimen, Drama, Romántica",21052,Anthony Minghella,120,0.93
5022,The Exorcist III,1990,6.3,"Drama, Horror, Misterio",21046,William Peter Blatty,110,26.1
5023,Running with Scissors,2006,6.2,"Comedia, Drama",21045,Ryan Murphy,116,6.75
5024,Private Benjamin,1980,6.1,"Comedia, Guerra",21031,Howard Zieff,109,69.85
5025,The Hole,2009,5.7,"Aventura, Fantasía, Suspenso",21030,Joe Dante,92,NA
5026,Sullivan's Travels,1941,8.1,"Aventura, Comedia, Drama",21021,Preston Sturges,90,NA
5027,King of California,2007,6.7,"Comedia, Drama",21017,Mike Cahill,93,0.26
5028,Injustice,2011,6.9,"Biografía, Drama",21012,Adam Kassen,100,0.07
5029,No,2012,7.4,Drama,21000,Pablo Larraín,118,2.34
5030,Stakeout,1987,6.6,"Acción, Comedia, Crimen",20991,John Badham,117,65.67
5031,The Vanishing,1993,6.3,"Drama, Horror, Misterio",20985,George Sluizer,109,14.54
5032,The Shadow,1994,6,"Acción, Aventura, Crimen",20971,Russell Mulcahy,108,32.06
5033,The Bounty,1984,7.1,"Acción, Aventura, Drama",20966,Roger Donaldson,132,8.6
5034,Kick,2014,5.4,"Acción, Comedia, Crimen",20943,Sajid Nadiadwala,146,2.46
5035,¡Átame!,1989,7,"Comedia, Crimen, Drama",20918,Pedro Almodóvar,101,4.09
5036,Angel Eyes,2001,5.6,"Drama, Romántica",20910,Luis Mandoki,102,24.04
5037,Yume,1990,7.8,"Drama, Fantasía",20903,Akira Kurosawa,119,1.96
5038,Van Wilder 2: The Rise of Taj,2006,4.8,"Comedia, Romántica",20896,Mort Nathan,97,4.26
5039,London,2005,6.6,"Drama, Romántica",20896,Hunter Richards,92,0.01
5040,Unlocked,2017,6.2,"Acción, Drama, Misterio",20884,Michael Apted,98,NA
5041,Love in the Time of Cholera,2007,6.4,"Drama, Romántica",20884,Mike Newell,139,4.61
5042,La Famille Bélier,2014,7.3,"Comedia, Drama, Música",20883,Eric Lartigau,106,NA
5043,Cell,2016,4.3,"Acción, Drama, Horror",20869,Tod Williams,98,NA
5044,The Girl Next Door,2007,6.7,"Crimen, Drama, Horror",20858,Gregory Wilson,91,NA
5045,Elegy,2008,6.8,"Drama, Romántica",20854,Isabel Coixet,112,3.58
5046,El Dorado,1967,7.6,"Drama, Romántica, Oeste",20844,Howard Hawks,126,12.97
5047,Table 19,2017,5.8,"Comedia, Drama, Romántica",20836,Jeffrey Blitz,87,3.61
5048,Beautiful Thing,1996,7.6,"Comedia, Drama, Romántica",20824,Hettie Macdonald,90,1.5
5049,The Taking,2014,6,"Horror, Misterio, Suspenso",20799,Adam Robitel,90,NA
5050,Nightmare Vacation,1983,6.3,Horror,20798,Robert Hiltzik,84,11
5051,The Asphalt Jungle,1950,7.9,"Crimen, Drama, Cine negro",20787,John Huston,112,NA
5052,Little Manhattan,2005,7.6,"Comedia, Familiar, Romántica",20781,Mark Levin,90,0.38
5053,Bad Times at the El Royale,2018,7.4,"Crimen, Drama, Misterio",20772,Drew Goddard,141,17.18
5054,Wrongfully Accused,1998,6.1,"Acción, Comedia, Suspenso",20765,Pat Proft,87,9.62
5055,A Prairie Home Companion,2006,6.8,"Comedia, Drama, Música",20762,Robert Altman,105,20.34
5056,Stomp the Yard,2007,5.3,"Drama, Música, Romántica",20760,Sylvain White,109,61.36
